0,1,0.022531686637594753
0,2,0.08001534227421243
1,2,0.01762634548727408
0,3,0.14914769026694188
1,3,0.05573889183024043
2,3,0.010676387767451254
0,4,0.1167112107385708
1,4,0.24180410695280347
2,4,0.3900003223089242
3,4,0.529731654505499
0,5,0.0125818355174069
1,5,0.06878784324416229
2,5,0.1560555066496394
3,5,0.24836789388393415
4,5,0.05265255417639586
0,6,0.026769083685960215
1,6,0.00018243952180212674
2,6,0.01422228697237391
3,6,0.04954356473000643
4,6,0.2552703148619661
5,6,0.07605537167924267
0,7,0.3266071962871636
1,7,0.1775695266827328
2,7,0.08330482113693129
3,7,0.03433577074332791
4,7,0.8337987333655126
5,7,0.46739695702741346
6,7,0.16636852216775452
0,8,0.05223382044797595
1,8,0.006153086221176673
2,8,0.0029509489459021787
3,8,0.024853284375515983
4,8,0.3251022907166037
5,8,0.11608737672145651
6,8,0.004216501337457498
7,8,0.11761359361206437
0,9,0.14341801003716886
1,9,0.279641379050299
2,9,0.43768219045442
3,9,0.5850752894783792
4,9,0.0013745911116157601
5,9,0.07104193097279073
6,9,0.29410914523550286
7,9,0.9028824768203888
8,9,0.3687560832958426
0,10,0.22417942334930607
1,10,0.1045683575511434
2,10,0.03633067105218336
3,10,0.007617703302955956
4,10,0.6643979874619363
5,10,0.34297968722955585
6,10,0.0960152601925324
7,10,0.009607858318585159
8,10,0.05999006807565613
9,10,0.7262134775787977
0,11,0.06580730217079908
1,11,0.16535196202662386
2,11,0.2909514673209518
3,11,0.41309642799803353
4,11,0.007242160690447442
5,11,0.02083997082169824
6,11,0.17651925163956161
7,11,0.6856252653627738
8,11,0.23529924482368186
9,11,0.014927063906541747
10,11,0.5329076431276532
0,12,0.18320802294968133
1,12,0.07724090394931714
2,12,0.0210709118916963
3,12,0.001749884705885362
4,12,0.5923738809447262
5,12,0.29181263097907517
6,12,0.06991553591362888
7,12,0.020582927935832204
8,12,0.03979261671498101
9,12,0.6508193708226994
10,12,0.0020655054281483185
11,12,0.46861883808294985
0,13,0.1878350004424613
1,13,0.08025535983231778
2,13,0.022659136907979324
3,13,0.0022281151333067794
4,13,0.6006708492692509
5,13,0.29764459084455325
6,13,0.07278489154862122
7,13,0.019070567105519694
8,13,0.041964407138930876
9,13,0.6595146255295079
10,13,0.0016061291192175343
11,13,0.4760016031371578
12,13,2.8850768961817527e-05
0,14,0.1922631317244934
1,14,0.08315876500315633
2,14,0.02421396390790442
3,14,0.0027333824109578293
4,14,0.6085691547275955
5,14,0.3032120979191568
6,14,0.07555109661278386
7,14,0.017693623038545117
8,14,0.044071026691131124
9,14,0.6677895322334534
10,14,0.0012248386823689628
11,14,0.48303548011979275
12,14,0.00010920535400940031
13,14,2.579467031860512e-05
0,15,0.3357304133492806
1,15,0.18431299860033587
2,15,0.08794347414268634
3,15,0.037336303542035564
4,15,0.8483380904714521
5,15,0.47829847642871315
6,15,0.17289785642135894
7,15,6.283580812130931e-05
8,15,0.12311346729044752
9,15,0.9180096214503018
10,15,0.011224679379871172
11,15,0.6988154493596889
12,15,0.02292027020501331
13,15,0.021322753954846584
14,15,0.019865290847771114
0,16,0.12012101329538728
1,16,0.03860407610427358
2,16,0.004059595160257624
3,16,0.0015690832000161351
4,16,0.47363990040318904
5,16,0.2104548348058686
6,16,0.0334788196347527
7,16,0.05058486498325289
8,16,0.013932872633166251
9,16,0.5260462932545357
10,16,0.016101353814200064
11,16,0.363746647693121
12,16,0.006633007551995006
13,16,0.007536769444225007
14,16,0.008444399661754363
15,16,0.054213393358004146
0,17,0.31166446724780916
1,17,0.16659751293506028
2,17,0.07584479549385201
3,17,0.029609024741865476
4,17,0.8098189231313606
5,17,0.44948704794875743
6,17,0.15575380705725952
7,17,0.00017493785730725205
8,17,0.10871658128064143
9,17,0.8779219158049684
10,17,0.007189899612151432
11,17,0.6638966131181567
12,17,0.016962746132204342
13,17,0.015592471074632762
14,17,0.014349876765461969
15,17,0.00044746259346160254
16,17,0.0448102791983357
0,18,0.056622562787805635
1,18,0.1505909862308388
2,18,0.27125846429290745
3,18,0.3895649695924772
4,18,0.010748560692176284
5,18,0.015822162624408935
6,18,0.16125650688667112
7,18,0.6552101736545421
8,18,0.21762426044155375
9,18,0.0198107719791462
10,18,0.506133861151102
11,18,0.00034500760009085476
12,18,0.443533386726556
13,18,0.4507166149715252
14,18,0.45756181914422983
15,18,0.668105882991361
16,18,0.34168671316325333
17,18,0.6339728660560324
0,19,0.1943218900809777
1,19,0.08451461897551446
2,19,0.0249481183489744
3,19,0.0029836859329856265
4,19,0.6122276762312473
5,19,0.30579611273572666
6,19,0.07684370082783996
7,19,0.017076220159878037
8,19,0.045059559542379134
9,19,0.6716216683060803
10,19,0.0010664358146210923
11,19,0.4862954968947072
12,19,0.0001636225510709334
13,19,5.5059544625906245e-05
14,19,5.481997210978331e-06
15,19,0.019210768393413
16,19,0.008880193989228484
17,19,0.013794409622710526
18,19,0.46073485705501127
